"0.0","0.5","0.65234375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.5","0.65234375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.65234375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.58984375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.58984375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.58984375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.58984375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.0","0.58984375","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"0.0","0.0","0.49609375","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"0.0","0.0","0.49609375","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"0.0","0.0","0.49609375","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"0.0","0.0","0.5","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"0.0","0.0","0.50390625","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.7058823529411765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5078125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5078125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5078125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.51171875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.49609375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"0.0","0.25","0.50390625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.47058823529411764","0.058823529411764705","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
